country,variableId,variableName,lineOfBusiness,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015
bn,gwp,Direct Premiums,other,,,,3841535.01,3955653.239,5853766.566,5861694.125,7412691.071,,,,,,,,
bw,gwp,Direct Premiums,motor,,,,,,,,,,,,,50876496.36,47988324.27,,
bw,gwp,Direct Premiums,transport,,,,,,,,,,,,,2037063.722,728242.4963,,
bw,gwp,Direct Premiums,freight,,,,,,,,,,,,,1911010.093,683178.8056,,
bw,gwp,Direct Premiums,property,,,,,,,,,,,,,63727950.89,59279694.68,,
bw,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,,,,,1965683.279,1411421.302,,
bw,gwp,Direct Premiums,liability,,,,,,,,,,,,,12380793.6,14114213.02,,
bw,gwp,Direct Premiums,a_s,,,,,,,,,,,,,6932833.154,5645685.208,,
bw,gwp,Direct Premiums,other,,,,,,,,,,,,,11210400.52,9879949.114,,
ca,gwp,Direct Premiums,motor,,,,,15837238730,17022810060,18542478457,20551140727,21216485887,19715402097,22853898313,24925702586,25423724845,27185019884,25718804399,
ca,gwp,Direct Premiums,transport,,,,,241496058.5,246497086.2,264829877.7,274977299.7,289120931.5,282947938.1,314099763.5,321701906,312859360.5,321089859.5,314009080.6,
ca,gwp,Direct Premiums,freight,,,,,226552267.5,231243831.3,248442188.5,257961687.4,271230110.4,265439102.2,294663250.7,301794972.2,293499604,301220799.2,294578179.3,
ca,gwp,Direct Premiums,property,,,,,8486232449,9352935204,10324919890,11385758293,12025608216,11764192136,14085605145,15505189454,15892821550,17301037290,17131000477,
ca,gwp,Direct Premiums,pecuniary_loss,,,,,813447553.9,849788234.8,1189094435,1706314473,1538060326,1122584415,1495250576,1624894214,1618240999,1574886989,1710033557,
ca,gwp,Direct Premiums,liability,,,,,3767706817,4105124876,4436382149,4648765620,4661536212,4302154643,4911104963,5265582771,5165161776,5366640712,5115665761,
ca,gwp,Direct Premiums,a_s,,,,,590819584,680502326.5,699671625.3,858407738.7,899131675.4,923477496,1031909720,1104293623,1098708435,1160559499,1084146312,
ca,gwp,Direct Premiums,other,,,,,135176997.1,161124010.8,211256418.7,268653479,249624332.2,204189087.1,245792500.9,315596673.5,333782599.3,346494924.2,316283494.9,
ch,gwp,Direct Premiums,motor,2417395905,2496541800,2840869390,3517799396,4004373934,4156044577,4232229798,4475677230,4979859636,4939546061,5192415298,6208843825,6029682138,6228548931,6402973283,
ch,gwp,Direct Premiums,transport,119164755.1,126267759.1,154560010.9,178931386.9,204793117.6,184890446,188587922.3,200714348,223126173.6,216970901.4,234816853.2,248461378.2,245827628.1,240807718.3,232955337,
ch,gwp,Direct Premiums,freight,111790832.6,118454302.4,144995827.8,167859101.6,192120506.8,173449413.8,176918090,188294131.7,209319112.2,203544728.6,220286371.8,233086572.8,230615799.3,225906521.8,218540046.3,
ch,gwp,Direct Premiums,property,1828822789,1885092982,2108499690,2567312539,2775914716,2795802145,2815883630,2893510011,3280542063,3501619631,3882586740,4495192226,4412082394,4436805480,4402072884,
ch,gwp,Direct Premiums,pecuniary_loss,82963881.72,102864485.4,110615172.4,137160095.7,141239619.3,146176240.2,169696142.9,210504823.2,255755840.8,222091063.9,241918235.2,319864807.8,322860525.4,335531373.8,331445118.3,
ch,gwp,Direct Premiums,liability,868885703.9,948895656.9,1036311278,1388274835,1507032009,1527278753,1587079393,1578943684,1717551944,1773762718,1881506774,2144847205,2043373076,2102750409,2113041578,
ch,gwp,Direct Premiums,a_s,5616769592,5798904276,6459207934,7564805027,8518491459,8660962696,8778526338,9245447007,10527271216,10621352608,11389777724,13756604422,13283729824,13581559702,13699103972,
ch,gwp,Direct Premiums,other,277552056.6,288966876.5,349769313.6,424141253.3,532987559.7,537925450.6,544833456.6,599525803.7,738793979.1,808958151.1,885551372.7,1084780172,1057395700,1116087673,1235194230,
cl,gwp,Direct Premiums,motor,,,,,432015971.6,518458977.3,583654341.4,675335490.2,708793421.3,665489952.4,834403957.4,1015154136,1119214847,1181185172,1086346973,
cl,gwp,Direct Premiums,transport,,,,,51130126.88,51471822.15,48296339.03,47266092.1,62341660.79,56596102,58085330.39,60401577.2,57771516.91,56645911.43,46322608.77,
cl,gwp,Direct Premiums,freight,,,,,66999088.9,79719540.77,92540759.98,100056189.6,134002481.3,81746796.1,102916742.4,137700517.4,137438741.1,140870313.6,127980549,
cl,gwp,Direct Premiums,property,,,,,651329040.4,713195505.7,765754916.3,879986088.1,1077185435,969657194.9,1271797832,1629467342,1692214282,1605937877,1536206010,
cl,gwp,Direct Premiums,pecuniary_loss,,,,,26222687.68,30314521,38940713.47,44065654.53,54974430.51,50821714.78,62581839.11,75353351.08,78369259.71,76806039.18,79108290.88,
cl,gwp,Direct Premiums,liability,,,,,70886945,72850106.37,78654290.81,78113234.59,104729302.4,99212758.49,110574583.2,147933465.4,167422496.1,180631011,179600882,
cl,gwp,Direct Premiums,a_s,,,,,58214529.01,91611788.38,143386057.3,188641140.4,168978694.1,157862107.3,167238461.8,140588688.8,131096210.6,147247924.7,130134947.6,
cl,gwp,Direct Premiums,other,,,,,163587575.9,212254350.6,241090895.4,300184306.8,340416295.1,334907218.6,444464162.4,565662820.7,557389238.7,498982232.5,500327776.3,
cn,gwp,Direct Premiums,motor,,,,,,10630767911,13894614711,19980104062,24527928646,31546125789,45245283409,53408097191,63522851598,76293663822,89834185112,
cn,gwp,Direct Premiums,transport,,,,,,,,,562088627,606754060,777197297,867575640.3,885585963.8,868457881.3,901862920.9,
cn,gwp,Direct Premiums,freight,,,,,,662784183.2,705713658.3,856059013.7,1022089608,904474137.6,1200042834,1493554128,1546624421,1604709165,1573879813,
cn,gwp,Direct Premiums,property,,,,,,1993529140,2093889720,3239193053,5364184173,6232566391,7664555962,9332360907,11122067409,12893441447,13439055171,
cn,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,607468908.8,1100246113,1710648794,2590014702,3963265080,4382600370,6460020539,
cn,gwp,Direct Premiums,liability,,,,,,604441983.2,710177287.2,939562539.1,1180746465,1354919484,1790793545,2264986458,2866098459,3470408257,4158224975,
cn,gwp,Direct Premiums,a_s,,,,,,646779708,889587829.8,1190487176,1574506108,1714449579,1979712714,2491856380,3176732544,4257379113,5480940005,
cn,gwp,Direct Premiums,other,,,,,,1186284891,1138076135,1468693802,462422970.9,408954686.9,461486651.2,655290567.2,641726801.1,799505086.7,899279668,
co,gwp,Direct Premiums,motor,,,,,,,,,1241794528,1182166273,1468986399,1690136883,1936220901,1976765640,2047144418,
co,gwp,Direct Premiums,transport,,,,,,,,,42637778.54,49608779.52,68363976.26,75320668.09,75143344.44,29843452.95,47925701.05,
co,gwp,Direct Premiums,freight,,,,,,,,,116859089.4,108462648.7,119800789.6,136958012.6,150880928.6,142047364.9,131586023.7,
co,gwp,Direct Premiums,property,,,,,,,,,693466165.8,687232492.4,844133101.8,981818904.8,1141261760,1174401922,1142795016,
co,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,275758551.7,347849786.7,447124764.5,551915341.6,642802058.1,653499115.8,658697639.6,
co,gwp,Direct Premiums,liability,,,,,,,,,166841843.8,176114031.1,232065424,290544506.2,363968978.6,391726496.1,387658963.4,
co,gwp,Direct Premiums,a_s,,,,,,,,,85165439.51,94350795.92,123409620.1,145829301.7,154658167.7,167326489.7,184177192.1,
cy,gwp,Direct Premiums,motor,,,,126599800.3,165424162.9,187826597.9,202570332.6,243601200.7,284332973,280224817.4,270347942.4,275558388.5,244263974.8,,,
cy,gwp,Direct Premiums,transport,,,,14907942.1,4547056.918,4549120.801,4712638.454,5511894.284,6171884.632,4787707.829,4126681.905,4308430.057,,,,
cy,gwp,Direct Premiums,freight,,,,13985437.72,4265684.755,4267620.925,4421020.095,5170817.925,5789968.029,4491444.173,3871322.574,4041824.139,,,,
cy,gwp,Direct Premiums,property,,,,68119798.56,85517661.54,96611971.25,109185768.4,134626297,155642320.9,160260429.3,161103798.9,164221665.8,155557583.9,,,
cy,gwp,Direct Premiums,liability,,,,20863985.45,25651195.46,30770839.4,35027844.22,44016502.42,52840094.41,54257960.43,53865790.62,57060070.34,56566394.16,,,
cy,gwp,Direct Premiums,a_s,,,,44382194.65,59755809.47,65941958.63,76553720.2,94924546.66,116868506.4,125380013.3,128039719.4,134995776.2,132416786.3,,,
cy,gwp,Direct Premiums,other,,,,6828377.915,7233709.234,8633759.793,9301916.762,9917899.094,13023625.17,13732030.35,,19483926.46,26997597.21,,,
cz,gwp,Direct Premiums,motor,,,,1154279307,1434501551,1588375896,1719728789,2026660886,2229181918,2136818478,2012634893,1933507884,1723350941,,,
cz,gwp,Direct Premiums,transport,,,,12494653.89,15814653.9,15746419.98,16217485.67,17608220.09,17307153,14527939.84,14669105.74,14396519.82,13318683.25,,,
cz,gwp,Direct Premiums,freight,,,,11721483.94,14836042.14,14772030.54,15213946.65,16518622.35,16236185.3,13628950.03,13761380.57,13505662.28,12494522.31,,,
cz,gwp,Direct Premiums,property,,,,559064784.3,676641664,740169002.7,782861954,850854759.4,953167063.3,953808065.7,1066752083,1110960191,974052366.6,,,
cz,gwp,Direct Premiums,pecuniary_loss,,,,91671690.17,114245061.7,133432159.9,148557375.5,177319573.1,205359649.5,200807570.4,218312251.3,227810253.1,208776184.3,,,
cz,gwp,Direct Premiums,liability,,,,177950928,221769825.7,259015369.2,288376081.9,344208583.1,398639319.7,389802930.8,423782605.4,442219903.1,405271416.5,,,
cz,gwp,Direct Premiums,a_s,,,,75195644.12,103379777.7,116493776,133766328.3,177016909.7,218004339,222992041.8,283298942.8,308057360.6,254809563.8,,,
cz,gwp,Direct Premiums,other,,,,133816842.3,169007366.6,188991192.2,316552899.1,330973750.9,374941197.4,360987117.1,282663624.7,293053866.2,325655312.1,,,
de,gwp,Direct Premiums,motor,18929470381,19231747556,20881429155,25401271811,28164468040,27566041541,26827139799,28712701654,30187721969,28170167944,26964871406,29306330467,28494035459,31121875029,32641671152,
de,gwp,Direct Premiums,transport,779992280.9,806866623.2,874205276.8,1096754001,1226319696,1185032160,1205111189,1313689354,1312606740,1214108071,1215276330,1305669729,1266151273,1208486890,1210144850,
de,gwp,Direct Premiums,freight,731726310.3,756937666.6,820109400.3,1028886796,1150434957,1111702297,1130538834,1232398175,1231382554,1138978989,1140074956,1224874805,1187801754,1133705647,1135261012,
de,gwp,Direct Premiums,property,11364593998,11089844408,12390957608,15655848848,17543547725,17641450014,17872538125,19211200811,21445745925,20845907560,20087091741,21507332219,20587853395,22216762050,22977004392,
de,gwp,Direct Premiums,pecuniary_loss,931148425.6,981542452,1077573174,1456826173,1626279078,1710818838,1722512070,1892843926,2039867940,1950711820,2044347263,2142675227,2018777472,2100469235,2074322125,
de,gwp,Direct Premiums,liability,5430266898,5303947665,5809672835,7131346190,8125054396,8472934856,8630892961,9349634726,10038750285,9524645483,8998153082,9640368469,9122616659,9593227497,9889241032,
de,gwp,Direct Premiums,a_s,24131685843,24364088748,27105538673,34548335258,40261845852,41553454375,43596456532,49031922038,53956426150,52744873478,52649372154,57274532699,54188548648,56226964898,56683077863,
de,gwp,Direct Premiums,other,2485557358,2424523604,2576480860,3197282220,3635628940,3751627543,3849597248,4328458449,4711358172,4467089662,4308812134,4635226104,4298146036,4537757312,4632342682,
dk,gwp,Direct Premiums,motor,,,,1783755533,2033417181,2103164176,2196364320,2408497395,2550557822,2404777250,2253021875,2332264114,2164006405,2194502153,,
dk,gwp,Direct Premiums,transport,,,,73822422.25,79725452.25,87861348.78,93027172.68,98425500.58,107989508.2,99451364.76,71668307.12,76953509.44,75261938.3,71749597.3,,
dk,gwp,Direct Premiums,freight,,,,69254286.2,74792036.34,82424483.09,87270645.48,92334924.52,101307110.8,93297308.17,67233467.84,72191621.52,70604724.91,67309727.79,,
dk,gwp,Direct Premiums,property,,,,1991287529,2296041929,2361873109,2430765172,2775081875,3075777348,3008599728,2933908243,3110381121,2987593904,3168451588,,
dk,gwp,Direct Premiums,pecuniary_loss,,,,88998456.67,82830482.14,85530431.72,89242479.51,96712863.26,106885395.1,93196749.7,89091809.76,94363871.29,91334871.54,95105182.98,,
dk,gwp,Direct Premiums,liability,,,,172761710,160788583,166029661.6,173235401.4,187736734.6,207483414,180911337.7,172942924.8,183176926.6,177297103.6,184615943.4,,
dk,gwp,Direct Premiums,a_s,,,,1147644475,1546785789,1627406883,1793519286,2061367359,2425860604,2317463201,2223918244,2341817421,2189244667,2095326681,,
dk,gwp,Direct Premiums,other,,,,257597853.4,303005316.3,324348327.6,379981916.3,426525968,492902205.6,520360046.2,368158497.2,502325788.5,514666010.6,480208706.5,,
dz,gwp,Direct Premiums,motor,,,,159726132.1,215318624,257559373.8,290199335.8,354151393.2,457799909.6,486417844.7,532963313.8,597110832,676666610.7,765480972.3,,
dz,gwp,Direct Premiums,transport,,,,25119875.38,28103527.59,30742522.72,31925201.85,38184030.08,46025695.07,43927741.72,42262912.46,40378498.11,35488506.82,35338749.17,,
dz,gwp,Direct Premiums,freight,,,,23565455.94,26364479.57,28840173.51,29949668.39,35821199.93,43177622.22,41209490.35,39647680.83,37879874.15,33292475.82,33151985.18,,
dz,gwp,Direct Premiums,property,,,,173538398.3,194669351.4,212442471.9,241704304,287520709.3,408127241.3,407130786.2,372973494.2,418643902.8,442401137.5,494604905.7,,
dz,gwp,Direct Premiums,pecuniary_loss,,,,3940824.324,4135405.384,3275274.185,4432415.621,10434044.71,13858178.96,11287393.74,5673111.828,6704334.975,7506193.867,10999339.79,,
dz,gwp,Direct Premiums,a_s,,,,18153633.36,28878451.69,35509430.96,41915234.68,51188874.97,84078113.68,79287058.48,96523561.43,96575328.35,96716405.17,107901885.4,,
ec,gwp,Direct Premiums,motor,,,,,,,,,288768000,290011000,333957000,403381000,445004000,482125000,499507000,
ec,gwp,Direct Premiums,transport,,,,,,,,,45640622.26,48294224.81,58488124.38,66446352.19,69664419.29,76141830.59,74898357.5,
ec,gwp,Direct Premiums,freight,,,,,,,,,42816377.74,45305775.19,54868875.62,62334647.81,65353580.71,71430169.41,70263642.5,
ec,gwp,Direct Premiums,property,,,,,,,,,173428000,197079000,233713000,270743000,299001000,349881000,412816000,
ec,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,65166000,69608000,67622000,84498000,96721000,99116000,96545000,
ec,gwp,Direct Premiums,liability,,,,,,,,,52387000,50936000,59903000,72568000,90246000,121716000,100949000,
ec,gwp,Direct Premiums,a_s,,,,,,,,,74773000,84393000,117650000,145463000,164194000,176615000,172114000,
ee,gwp,Direct Premiums,motor,,,,,,,,,101527217.1,86478631.48,62381250.6,90227280,91634987.34,121264080.1,127724291.9,
ee,gwp,Direct Premiums,transport,,,,,,,,,145474599.1,124452098.1,85277993.02,108796853.6,110589871.8,139397312.1,145603859,
ee,gwp,Direct Premiums,freight,,,,,,,,,2720608.24,1890662.052,1858859.369,3358193.896,3082868.482,4028278.97,3751320.537,
ee,gwp,Direct Premiums,property,,,,,,,,,83057963.66,81277569.25,61756323.57,87765346.72,90360957.87,114835834,119787119.5,
ee,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,4282384.429,4659081.726,3518697.392,7060139.922,6983378.479,10598637.05,11313759.49,
ee,gwp,Direct Premiums,liability,,,,,,,,,7694174.222,8115774.837,7682223.944,12258173.16,13573363.4,18109325.34,19770509.01,
ee,gwp,Direct Premiums,a_s,,,,,,,,,15082463.84,17863064.24,16082251.54,26736122.23,31249075.98,43063935.81,46700817.9,
ee,gwp,Direct Premiums,other,,,,,,,,,50000.36765,227102.3688,476324.4207,1142593.116,1603143.035,2180822.311,2476961.204,
eg,gwp,Direct Premiums,motor,,,,,,,,142296634.1,231210382.3,282287105.5,319440265.4,345542908.6,330482625.1,308916641.6,332627118.6,
eg,gwp,Direct Premiums,transport,,,,,,,,60625466.02,59802150.91,63970423.81,68956275.54,70659838.31,72102300.13,68130531.69,63841807.91,
eg,gwp,Direct Premiums,freight,,,,,,,,38709892.7,52580064.58,50972046.89,44730032.9,45382004.51,47188233.04,44546886.11,47175141.24,
eg,gwp,Direct Premiums,property,,,,,,,,229606967.6,270170262,298381785.4,337796603.2,325099105.7,370411130,399757350.5,387146892.7,
eg,gwp,Direct Premiums,a_s,,,,,,,,109823333.2,153712647.5,161059332.7,148595429.6,166076100.9,183638123.7,190416101.4,234604519.8,
es,gwp,Direct Premiums,motor,,,,,,,,,17769248303,15877660093,14219411746,14646345859,12790433080,12705082963,12537242839,
es,gwp,Direct Premiums,transport,,,,,,,,,435297318.4,448631673.4,366199276.1,366019475.6,316257567.4,306802651.5,284931277.6,
es,gwp,Direct Premiums,freight,,,,,,,,,442650313.6,278653213.3,229537952,243549080.7,219837577.3,223129201.1,214541445.9,
es,gwp,Direct Premiums,property,,,,,,,,,10882432959,10200100872,9288989608,9856083369,9157327855,9135015745,9211228537,
es,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,1704424297,1506120618,1337423443,1381967069,1144183882,1083770405,1071145682,
es,gwp,Direct Premiums,liability,,,,,,,,,2682372665,2184641192,1643916316,1594898551,1349879861,1260414356,1216408346,
es,gwp,Direct Premiums,a_s,,,,,,,,,9814778050,9598349213,8490412701,10180549919,9621633242,10056550173,10499600381,
es,gwp,Direct Premiums,other,,,,,,,,,2939727498,2948150997,2895097175,3224589829,3158718874,3354906917,3532195252,
fi,gwp,Direct Premiums,motor,,,,,,,,,842356040.2,837966733.1,828202716.1,811252160.1,808354706.5,988821698.2,,
fi,gwp,Direct Premiums,transport,,,,,,,,,83198529.06,80145198.38,80639393.74,84829472.67,85472057.81,93135703.46,,
fi,gwp,Direct Premiums,freight,,,,,,,,,87446602.12,75253943.49,64753884.78,70144345.46,67035694.6,74975514.98,,
fi,gwp,Direct Premiums,property,,,,,,,,,1153446800,1142040146,1115817486,1069183229,1054731832,1344699609,,
fi,gwp,Direct Premiums,pecuniary_loss,,,,,,,,,46190088,50787276.85,54228232.09,52988175.02,42477126.31,40553271.92,,
fi,gwp,Direct Premiums,liability,,,,,,,,,1233751104,1193914463,1171715108,1281606063,1244725007,1382580374,,
